DATE,REGION,FATAL,SERIOUS,NOINJURY,OTHER
30/07/2017,EASTERN REGION,0,0,0,2
31/07/2017,EASTERN REGION,0,0,0,1
1/08/2017,EASTERN REGION,0,0,0,1
2/08/2017,EASTERN REGION,0,1,0,2
3/08/2017,EASTERN REGION,0,0,0,0
4/08/2017,EASTERN REGION,0,0,0,0
5/08/2017,EASTERN REGION,2,0,0,2
6/08/2017,EASTERN REGION,0,1,0,2
7/08/2017,EASTERN REGION,0,0,0,1
8/08/2017,EASTERN REGION,0,1,0,2
9/08/2017,EASTERN REGION,0,1,0,1
10/08/2017,EASTERN REGION,0,0,0,1
11/08/2017,EASTERN REGION,0,1,0,2
12/08/2017,EASTERN REGION,0,1,0,0
13/08/2017,EASTERN REGION,0,0,0,2
14/08/2017,EASTERN REGION,0,0,0,0
15/08/2017,EASTERN REGION,0,1,0,1
16/08/2017,EASTERN REGION,0,1,0,2
17/08/2017,EASTERN REGION,0,1,0,0
18/08/2017,EASTERN REGION,0,2,0,2
19/08/2017,EASTERN REGION,0,1,0,1
20/08/2017,EASTERN REGION,0,2,0,1
21/08/2017,EASTERN REGION,0,1,0,0
22/08/2017,EASTERN REGION,0,0,0,1
23/08/2017,EASTERN REGION,0,0,0,0
24/08/2017,EASTERN REGION,0,3,0,0
25/08/2017,EASTERN REGION,0,1,0,2
26/08/2017,EASTERN REGION,0,1,0,3
27/08/2017,EASTERN REGION,0,0,0,2
28/08/2017,EASTERN REGION,0,1,0,0
29/08/2017,EASTERN REGION,0,1,0,0
30/08/2017,EASTERN REGION,0,0,0,3
31/08/2017,EASTERN REGION,0,0,0,3
1/09/2017,EASTERN REGION,0,1,0,1
2/09/2017,EASTERN REGION,0,0,0,2
3/09/2017,EASTERN REGION,1,0,0,2
4/09/2017,EASTERN REGION,0,0,0,1
5/09/2017,EASTERN REGION,0,0,0,2
6/09/2017,EASTERN REGION,0,0,0,2
7/09/2017,EASTERN REGION,0,1,0,1
8/09/2017,EASTERN REGION,0,0,0,0
9/09/2017,EASTERN REGION,0,1,0,1
10/09/2017,EASTERN REGION,0,1,0,4
11/09/2017,EASTERN REGION,0,1,0,1
12/09/2017,EASTERN REGION,0,0,0,1
13/09/2017,EASTERN REGION,0,0,0,0
14/09/2017,EASTERN REGION,0,0,0,0
15/09/2017,EASTERN REGION,0,0,0,0
16/09/2017,EASTERN REGION,0,0,0,0
17/09/2017,EASTERN REGION,0,1,0,1
18/09/2017,EASTERN REGION,0,3,0,1
19/09/2017,EASTERN REGION,1,0,0,1
20/09/2017,EASTERN REGION,0,2,0,2
21/09/2017,EASTERN REGION,0,1,0,1
22/09/2017,EASTERN REGION,0,0,0,1
23/09/2017,EASTERN REGION,0,0,0,0
24/09/2017,EASTERN REGION,1,0,0,1
25/09/2017,EASTERN REGION,0,1,0,1
26/09/2017,EASTERN REGION,0,1,0,0
27/09/2017,EASTERN REGION,0,0,0,4
28/09/2017,EASTERN REGION,0,2,0,1
29/09/2017,EASTERN REGION,0,0,0,2
30/09/2017,EASTERN REGION,0,1,0,1
1/10/2017,EASTERN REGION,0,0,0,3
2/10/2017,EASTERN REGION,0,0,0,1
3/10/2017,EASTERN REGION,0,1,0,1
4/10/2017,EASTERN REGION,0,1,0,1
5/10/2017,EASTERN REGION,0,2,0,1
6/10/2017,EASTERN REGION,0,0,0,2
7/10/2017,EASTERN REGION,0,2,0,0
8/10/2017,EASTERN REGION,0,1,0,0
9/10/2017,EASTERN REGION,0,2,0,1
10/10/2017,EASTERN REGION,0,0,0,1
11/10/2017,EASTERN REGION,0,0,0,0
12/10/2017,EASTERN REGION,0,2,0,0
13/10/2017,EASTERN REGION,0,0,0,1
14/10/2017,EASTERN REGION,1,3,0,1
15/10/2017,EASTERN REGION,0,3,0,3
16/10/2017,EASTERN REGION,1,1,0,0
17/10/2017,EASTERN REGION,0,1,0,0
18/10/2017,EASTERN REGION,0,2,0,1
19/10/2017,EASTERN REGION,0,1,0,3
20/10/2017,EASTERN REGION,0,4,0,3
21/10/2017,EASTERN REGION,0,1,0,0
22/10/2017,EASTERN REGION,0,0,0,1
23/10/2017,EASTERN REGION,0,1,0,3
24/10/2017,EASTERN REGION,0,1,0,2
25/10/2017,EASTERN REGION,0,2,0,1
26/10/2017,EASTERN REGION,0,2,0,1
27/10/2017,EASTERN REGION,0,0,0,1
28/10/2017,EASTERN REGION,0,0,0,0
29/10/2017,EASTERN REGION,0,2,0,2
30/10/2017,EASTERN REGION,0,2,0,3
31/10/2017,EASTERN REGION,0,0,0,0
1/11/2017,EASTERN REGION,0,1,0,3
2/11/2017,EASTERN REGION,0,3,0,0
3/11/2017,EASTERN REGION,0,1,0,0
4/11/2017,EASTERN REGION,0,1,0,4
5/11/2017,EASTERN REGION,1,1,0,2
6/11/2017,EASTERN REGION,0,1,0,1
7/11/2017,EASTERN REGION,0,0,0,1
8/11/2017,EASTERN REGION,0,3,0,1
9/11/2017,EASTERN REGION,0,0,0,1
10/11/2017,EASTERN REGION,0,0,0,1
11/11/2017,EASTERN REGION,0,0,0,0
12/11/2017,EASTERN REGION,0,3,0,2
13/11/2017,EASTERN REGION,0,1,0,4
14/11/2017,EASTERN REGION,0,0,0,1
15/11/2017,EASTERN REGION,0,1,0,2
16/11/2017,EASTERN REGION,0,1,0,2
17/11/2017,EASTERN REGION,1,0,0,1
18/11/2017,EASTERN REGION,1,2,0,4
19/11/2017,EASTERN REGION,0,4,0,1
20/11/2017,EASTERN REGION,0,1,0,1
21/11/2017,EASTERN REGION,0,2,0,2
22/11/2017,EASTERN REGION,0,0,0,1
23/11/2017,EASTERN REGION,0,0,0,1
24/11/2017,EASTERN REGION,0,0,0,4
25/11/2017,EASTERN REGION,1,1,0,2
26/11/2017,EASTERN REGION,0,0,0,0
27/11/2017,EASTERN REGION,0,0,0,0
28/11/2017,EASTERN REGION,0,0,0,1
29/11/2017,EASTERN REGION,0,0,0,1
30/11/2017,EASTERN REGION,0,1,0,0
1/12/2017,EASTERN REGION,0,1,0,1
2/12/2017,EASTERN REGION,0,1,0,3
3/12/2017,EASTERN REGION,0,0,0,1
4/12/2017,EASTERN REGION,0,1,0,1
5/12/2017,EASTERN REGION,0,0,0,0
6/12/2017,EASTERN REGION,0,1,0,2
7/12/2017,EASTERN REGION,0,1,0,2
8/12/2017,EASTERN REGION,0,2,0,0
9/12/2017,EASTERN REGION,0,2,0,2
10/12/2017,EASTERN REGION,0,2,0,1
11/12/2017,EASTERN REGION,0,1,0,2
12/12/2017,EASTERN REGION,0,0,0,3
13/12/2017,EASTERN REGION,0,0,0,0
14/12/2017,EASTERN REGION,0,1,0,1
15/12/2017,EASTERN REGION,0,0,0,4
16/12/2017,EASTERN REGION,0,3,0,1
17/12/2017,EASTERN REGION,0,1,0,1
18/12/2017,EASTERN REGION,0,0,0,0
19/12/2017,EASTERN REGION,0,1,0,1
20/12/2017,EASTERN REGION,0,1,0,0
21/12/2017,EASTERN REGION,0,0,0,0
22/12/2017,EASTERN REGION,0,1,0,0
23/12/2017,EASTERN REGION,0,1,0,5
24/12/2017,EASTERN REGION,0,0,0,1
25/12/2017,EASTERN REGION,0,1,0,2
26/12/2017,EASTERN REGION,0,0,0,5
27/12/2017,EASTERN REGION,0,0,0,2
28/12/2017,EASTERN REGION,1,0,0,0
29/12/2017,EASTERN REGION,1,0,0,5
30/12/2017,EASTERN REGION,0,0,0,3
31/12/2017,EASTERN REGION,0,2,0,4
1/01/2018,EASTERN REGION,0,0,0,2
2/01/2018,EASTERN REGION,0,2,0,1
3/01/2018,EASTERN REGION,0,2,0,1
4/01/2018,EASTERN REGION,0,1,0,1
5/01/2018,EASTERN REGION,0,3,0,0
6/01/2018,EASTERN REGION,0,0,0,4
7/01/2018,EASTERN REGION,0,1,0,1
8/01/2018,EASTERN REGION,0,0,0,1
9/01/2018,EASTERN REGION,0,0,0,1
10/01/2018,EASTERN REGION,0,1,0,2
11/01/2018,EASTERN REGION,0,1,0,1
12/01/2018,EASTERN REGION,0,3,0,2
13/01/2018,EASTERN REGION,0,1,0,1
14/01/2018,EASTERN REGION,1,2,0,1
15/01/2018,EASTERN REGION,0,0,0,2
16/01/2018,EASTERN REGION,0,0,0,1
17/01/2018,EASTERN REGION,0,0,0,3
18/01/2018,EASTERN REGION,1,0,0,4
19/01/2018,EASTERN REGION,0,2,0,1
20/01/2018,EASTERN REGION,1,2,0,2
21/01/2018,EASTERN REGION,0,3,0,2
22/01/2018,EASTERN REGION,0,0,0,0
23/01/2018,EASTERN REGION,0,0,0,0
24/01/2018,EASTERN REGION,0,1,0,0
25/01/2018,EASTERN REGION,0,0,0,3
26/01/2018,EASTERN REGION,0,2,0,2
27/01/2018,EASTERN REGION,0,1,0,1
28/01/2018,EASTERN REGION,0,0,0,3
29/01/2018,EASTERN REGION,0,0,0,2
30/01/2018,EASTERN REGION,0,1,0,5
31/01/2018,EASTERN REGION,0,0,0,3
1/02/2018,EASTERN REGION,0,0,0,1
2/02/2018,EASTERN REGION,0,1,0,0
3/02/2018,EASTERN REGION,0,0,0,1
4/02/2018,EASTERN REGION,0,0,0,2
5/02/2018,EASTERN REGION,0,1,0,1
6/02/2018,EASTERN REGION,0,0,0,0
7/02/2018,EASTERN REGION,0,2,0,4
8/02/2018,EASTERN REGION,0,0,0,0
9/02/2018,EASTERN REGION,0,0,0,2
10/02/2018,EASTERN REGION,0,1,0,0
11/02/2018,EASTERN REGION,0,0,0,1
12/02/2018,EASTERN REGION,0,2,0,0
13/02/2018,EASTERN REGION,1,0,0,2
14/02/2018,EASTERN REGION,0,0,0,3
15/02/2018,EASTERN REGION,0,0,0,0
16/02/2018,EASTERN REGION,0,2,0,2
17/02/2018,EASTERN REGION,0,2,0,1
18/02/2018,EASTERN REGION,0,1,0,2
19/02/2018,EASTERN REGION,0,0,0,3
20/02/2018,EASTERN REGION,0,0,0,4
21/02/2018,EASTERN REGION,0,1,0,1
22/02/2018,EASTERN REGION,0,0,0,2
23/02/2018,EASTERN REGION,0,1,0,0
24/02/2018,EASTERN REGION,0,1,0,1
25/02/2018,EASTERN REGION,0,0,0,1
26/02/2018,EASTERN REGION,0,1,0,1
27/02/2018,EASTERN REGION,0,0,0,2
28/02/2018,EASTERN REGION,0,0,0,2
1/03/2018,EASTERN REGION,0,0,0,1
2/03/2018,EASTERN REGION,0,0,0,2
3/03/2018,EASTERN REGION,0,0,0,1
4/03/2018,EASTERN REGION,0,2,0,1
5/03/2018,EASTERN REGION,0,3,0,0
6/03/2018,EASTERN REGION,0,0,0,1
7/03/2018,EASTERN REGION,0,1,0,1
8/03/2018,EASTERN REGION,0,1,0,2
9/03/2018,EASTERN REGION,1,1,0,2
10/03/2018,EASTERN REGION,0,4,0,3
11/03/2018,EASTERN REGION,0,1,0,2
12/03/2018,EASTERN REGION,0,2,0,0
13/03/2018,EASTERN REGION,0,2,0,1
14/03/2018,EASTERN REGION,0,0,0,0
15/03/2018,EASTERN REGION,0,0,0,2
16/03/2018,EASTERN REGION,0,1,0,1
17/03/2018,EASTERN REGION,0,2,0,1
18/03/2018,EASTERN REGION,0,0,0,1
19/03/2018,EASTERN REGION,0,0,0,1
20/03/2018,EASTERN REGION,0,0,0,1
21/03/2018,EASTERN REGION,0,1,0,0
22/03/2018,EASTERN REGION,0,1,0,1
23/03/2018,EASTERN REGION,0,0,0,2
24/03/2018,EASTERN REGION,0,2,0,4
25/03/2018,EASTERN REGION,0,2,0,2
26/03/2018,EASTERN REGION,0,1,0,3
27/03/2018,EASTERN REGION,0,1,0,2
28/03/2018,EASTERN REGION,1,2,0,3
29/03/2018,EASTERN REGION,0,0,0,3
30/03/2018,EASTERN REGION,0,2,0,1
31/03/2018,EASTERN REGION,0,1,0,4
1/04/2018,EASTERN REGION,0,0,0,3
2/04/2018,EASTERN REGION,0,0,0,0
3/04/2018,EASTERN REGION,0,0,0,1
4/04/2018,EASTERN REGION,0,0,0,0
5/04/2018,EASTERN REGION,0,0,0,1
6/04/2018,EASTERN REGION,0,1,0,0
7/04/2018,EASTERN REGION,0,1,0,1
8/04/2018,EASTERN REGION,0,3,0,1
9/04/2018,EASTERN REGION,0,1,0,1
10/04/2018,EASTERN REGION,0,2,0,1
11/04/2018,EASTERN REGION,0,1,0,1
12/04/2018,EASTERN REGION,0,0,0,1
13/04/2018,EASTERN REGION,0,0,0,0
14/04/2018,EASTERN REGION,0,1,0,0
15/04/2018,EASTERN REGION,0,1,0,1
16/04/2018,EASTERN REGION,0,1,0,2
17/04/2018,EASTERN REGION,0,0,0,1
18/04/2018,EASTERN REGION,0,1,0,1
19/04/2018,EASTERN REGION,0,1,0,0
20/04/2018,EASTERN REGION,0,1,0,3
21/04/2018,EASTERN REGION,0,2,0,2
22/04/2018,EASTERN REGION,0,3,0,1
23/04/2018,EASTERN REGION,0,1,0,0
24/04/2018,EASTERN REGION,0,1,0,1
25/04/2018,EASTERN REGION,0,0,0,2
26/04/2018,EASTERN REGION,0,0,0,2
27/04/2018,EASTERN REGION,0,1,0,2
28/04/2018,EASTERN REGION,1,1,0,1
29/04/2018,EASTERN REGION,0,0,0,2
30/04/2018,EASTERN REGION,0,1,0,1
1/05/2018,EASTERN REGION,0,1,0,2
2/05/2018,EASTERN REGION,0,0,0,1
3/05/2018,EASTERN REGION,0,1,0,3
4/05/2018,EASTERN REGION,0,2,0,1
5/05/2018,EASTERN REGION,0,2,0,1
6/05/2018,EASTERN REGION,0,2,0,0
7/05/2018,EASTERN REGION,0,0,0,1
8/05/2018,EASTERN REGION,0,2,0,0
9/05/2018,EASTERN REGION,1,0,0,4
10/05/2018,EASTERN REGION,1,0,0,0
11/05/2018,EASTERN REGION,0,2,0,1
12/05/2018,EASTERN REGION,0,0,0,1
13/05/2018,EASTERN REGION,0,3,0,0
14/05/2018,EASTERN REGION,0,0,0,3
15/05/2018,EASTERN REGION,0,1,0,0
16/05/2018,EASTERN REGION,0,1,0,1
17/05/2018,EASTERN REGION,0,0,0,0
18/05/2018,EASTERN REGION,0,1,0,4
19/05/2018,EASTERN REGION,0,2,0,1
20/05/2018,EASTERN REGION,0,2,0,1
21/05/2018,EASTERN REGION,1,1,0,0
22/05/2018,EASTERN REGION,0,0,0,2
23/05/2018,EASTERN REGION,0,2,0,2
24/05/2018,EASTERN REGION,0,1,0,0
25/05/2018,EASTERN REGION,0,0,0,0
26/05/2018,EASTERN REGION,1,2,0,0
27/05/2018,EASTERN REGION,0,1,0,1
28/05/2018,EASTERN REGION,0,0,0,0
29/05/2018,EASTERN REGION,0,0,0,0
30/05/2018,EASTERN REGION,0,1,0,1
31/05/2018,EASTERN REGION,0,0,0,0
1/06/2018,EASTERN REGION,0,1,0,0
2/06/2018,EASTERN REGION,0,1,0,2
3/06/2018,EASTERN REGION,0,1,0,1
4/06/2018,EASTERN REGION,0,0,0,1
5/06/2018,EASTERN REGION,0,3,0,1
6/06/2018,EASTERN REGION,0,1,0,0
7/06/2018,EASTERN REGION,0,0,0,1
8/06/2018,EASTERN REGION,0,2,0,1
9/06/2018,EASTERN REGION,0,3,0,2
10/06/2018,EASTERN REGION,0,1,0,0
11/06/2018,EASTERN REGION,0,3,0,4
12/06/2018,EASTERN REGION,0,1,0,1
13/06/2018,EASTERN REGION,0,1,0,0
14/06/2018,EASTERN REGION,0,0,0,0
15/06/2018,EASTERN REGION,0,0,0,0
16/06/2018,EASTERN REGION,0,0,0,1
17/06/2018,EASTERN REGION,0,1,0,2
18/06/2018,EASTERN REGION,0,1,0,0
19/06/2018,EASTERN REGION,0,0,0,1
20/06/2018,EASTERN REGION,0,1,0,0
21/06/2018,EASTERN REGION,0,0,0,2
22/06/2018,EASTERN REGION,0,0,0,0
23/06/2018,EASTERN REGION,0,1,0,1
24/06/2018,EASTERN REGION,0,0,0,3
25/06/2018,EASTERN REGION,0,0,0,2
26/06/2018,EASTERN REGION,0,0,0,2
27/06/2018,EASTERN REGION,0,0,0,1
28/06/2018,EASTERN REGION,0,1,0,0
29/06/2018,EASTERN REGION,0,0,0,1
30/06/2018,EASTERN REGION,0,3,0,0
1/07/2018,EASTERN REGION,0,1,0,2
2/07/2018,EASTERN REGION,0,0,0,1
3/07/2018,EASTERN REGION,0,1,0,0
4/07/2018,EASTERN REGION,0,1,0,3
5/07/2018,EASTERN REGION,0,1,0,1
6/07/2018,EASTERN REGION,0,1,0,1
7/07/2018,EASTERN REGION,0,2,0,3
8/07/2018,EASTERN REGION,0,1,0,2
9/07/2018,EASTERN REGION,0,1,0,2
10/07/2018,EASTERN REGION,0,2,0,1
11/07/2018,EASTERN REGION,0,0,0,1
12/07/2018,EASTERN REGION,0,2,0,1
13/07/2018,EASTERN REGION,0,2,0,3
14/07/2018,EASTERN REGION,0,1,0,1
15/07/2018,EASTERN REGION,0,1,0,2
16/07/2018,EASTERN REGION,0,1,0,2
17/07/2018,EASTERN REGION,0,1,0,3
18/07/2018,EASTERN REGION,0,1,0,0
19/07/2018,EASTERN REGION,0,2,0,2
20/07/2018,EASTERN REGION,0,0,0,1
21/07/2018,EASTERN REGION,0,1,0,3
22/07/2018,EASTERN REGION,0,0,0,1
23/07/2018,EASTERN REGION,0,0,0,1
24/07/2018,EASTERN REGION,0,3,0,1
25/07/2018,EASTERN REGION,0,1,0,2
26/07/2018,EASTERN REGION,0,0,0,1
27/07/2018,EASTERN REGION,0,3,0,1
28/07/2018,EASTERN REGION,0,0,0,4
29/07/2018,EASTERN REGION,0,2,0,1
30/07/2018,EASTERN REGION,0,0,0,1
31/07/2018,EASTERN REGION,0,0,0,0
1/08/2018,EASTERN REGION,0,0,0,2
2/08/2018,EASTERN REGION,0,0,0,0
3/08/2018,EASTERN REGION,0,0,0,1
4/08/2018,EASTERN REGION,0,1,0,0
5/08/2018,EASTERN REGION,0,1,0,1
6/08/2018,EASTERN REGION,0,1,0,1
7/08/2018,EASTERN REGION,0,0,0,1
8/08/2018,EASTERN REGION,0,1,0,1
9/08/2018,EASTERN REGION,0,0,0,1
10/08/2018,EASTERN REGION,0,0,0,2
11/08/2018,EASTERN REGION,0,0,0,1
12/08/2018,EASTERN REGION,0,1,0,2
13/08/2018,EASTERN REGION,0,2,0,1
14/08/2018,EASTERN REGION,0,2,0,1
15/08/2018,EASTERN REGION,0,0,0,2
16/08/2018,EASTERN REGION,0,0,0,1
17/08/2018,EASTERN REGION,0,0,0,1
18/08/2018,EASTERN REGION,0,1,0,2
19/08/2018,EASTERN REGION,0,2,0,0
20/08/2018,EASTERN REGION,0,2,0,1
21/08/2018,EASTERN REGION,1,1,0,1
22/08/2018,EASTERN REGION,0,1,0,0
23/08/2018,EASTERN REGION,0,0,0,0
24/08/2018,EASTERN REGION,0,2,0,2
25/08/2018,EASTERN REGION,0,1,0,1
26/08/2018,EASTERN REGION,0,1,0,3
27/08/2018,EASTERN REGION,0,0,0,1
28/08/2018,EASTERN REGION,0,0,0,0
29/08/2018,EASTERN REGION,0,0,0,0
30/08/2018,EASTERN REGION,0,0,0,1
31/08/2018,EASTERN REGION,0,0,0,1
1/09/2018,EASTERN REGION,0,1,0,1
2/09/2018,EASTERN REGION,1,0,0,2
3/09/2018,EASTERN REGION,1,0,0,1
4/09/2018,EASTERN REGION,1,0,0,1
5/09/2018,EASTERN REGION,0,0,0,0
6/09/2018,EASTERN REGION,0,0,0,0
7/09/2018,EASTERN REGION,0,2,0,1
8/09/2018,EASTERN REGION,0,1,0,1
9/09/2018,EASTERN REGION,0,1,0,0
10/09/2018,EASTERN REGION,0,2,0,1
11/09/2018,EASTERN REGION,0,1,0,0
12/09/2018,EASTERN REGION,0,1,0,0
13/09/2018,EASTERN REGION,1,2,0,1
14/09/2018,EASTERN REGION,2,1,0,2
15/09/2018,EASTERN REGION,0,1,0,3
16/09/2018,EASTERN REGION,0,3,0,1
17/09/2018,EASTERN REGION,0,0,0,0
18/09/2018,EASTERN REGION,0,0,0,0
19/09/2018,EASTERN REGION,0,0,0,1
20/09/2018,EASTERN REGION,0,1,0,2
21/09/2018,EASTERN REGION,0,1,0,2
22/09/2018,EASTERN REGION,0,1,0,1
23/09/2018,EASTERN REGION,0,3,0,0
24/09/2018,EASTERN REGION,0,0,0,0
25/09/2018,EASTERN REGION,0,0,0,1
26/09/2018,EASTERN REGION,0,0,0,0
27/09/2018,EASTERN REGION,0,1,0,3
28/09/2018,EASTERN REGION,1,0,0,0
29/09/2018,EASTERN REGION,0,1,0,1
30/09/2018,EASTERN REGION,0,2,0,1
1/10/2018,EASTERN REGION,0,1,0,1
2/10/2018,EASTERN REGION,1,1,0,2
3/10/2018,EASTERN REGION,0,0,0,0
4/10/2018,EASTERN REGION,0,2,0,0
5/10/2018,EASTERN REGION,0,2,0,2
6/10/2018,EASTERN REGION,0,1,0,0
7/10/2018,EASTERN REGION,0,0,0,0
8/10/2018,EASTERN REGION,0,1,0,2
9/10/2018,EASTERN REGION,0,1,0,1
10/10/2018,EASTERN REGION,0,0,0,0
11/10/2018,EASTERN REGION,0,0,0,1
12/10/2018,EASTERN REGION,0,1,0,0
13/10/2018,EASTERN REGION,0,2,0,1
14/10/2018,EASTERN REGION,0,2,0,3
15/10/2018,EASTERN REGION,1,1,0,1
16/10/2018,EASTERN REGION,0,2,0,2
17/10/2018,EASTERN REGION,0,2,0,0
18/10/2018,EASTERN REGION,0,0,0,2
19/10/2018,EASTERN REGION,0,2,0,3
20/10/2018,EASTERN REGION,0,3,0,0
21/10/2018,EASTERN REGION,1,1,0,2
22/10/2018,EASTERN REGION,0,2,0,1
23/10/2018,EASTERN REGION,0,2,0,0
24/10/2018,EASTERN REGION,0,0,0,0
25/10/2018,EASTERN REGION,0,1,0,2
26/10/2018,EASTERN REGION,0,0,0,2
27/10/2018,EASTERN REGION,0,2,0,1
28/10/2018,EASTERN REGION,0,0,0,0
29/10/2018,EASTERN REGION,0,1,0,0
30/10/2018,EASTERN REGION,0,2,0,1
31/10/2018,EASTERN REGION,0,1,0,2
1/11/2018,EASTERN REGION,0,0,0,3
2/11/2018,EASTERN REGION,0,1,0,1
3/11/2018,EASTERN REGION,0,3,0,0
4/11/2018,EASTERN REGION,0,2,0,1
5/11/2018,EASTERN REGION,0,3,0,1
6/11/2018,EASTERN REGION,1,0,0,1
7/11/2018,EASTERN REGION,0,1,0,1
8/11/2018,EASTERN REGION,0,1,0,0
9/11/2018,EASTERN REGION,0,1,0,2
10/11/2018,EASTERN REGION,0,0,0,2
11/11/2018,EASTERN REGION,0,0,0,1
12/11/2018,EASTERN REGION,0,1,0,2
13/11/2018,EASTERN REGION,0,2,0,1
14/11/2018,EASTERN REGION,0,1,0,0
15/11/2018,EASTERN REGION,0,0,0,0
16/11/2018,EASTERN REGION,1,1,0,2
17/11/2018,EASTERN REGION,1,1,0,0
18/11/2018,EASTERN REGION,1,4,0,1
19/11/2018,EASTERN REGION,0,1,0,1
20/11/2018,EASTERN REGION,0,1,0,0
21/11/2018,EASTERN REGION,1,1,0,0
22/11/2018,EASTERN REGION,1,0,0,0
23/11/2018,EASTERN REGION,0,0,0,0
24/11/2018,EASTERN REGION,0,2,0,1
25/11/2018,EASTERN REGION,0,0,0,2
26/11/2018,EASTERN REGION,0,3,0,3
27/11/2018,EASTERN REGION,0,0,0,0
28/11/2018,EASTERN REGION,1,0,0,0
29/11/2018,EASTERN REGION,0,0,0,1
30/11/2018,EASTERN REGION,0,1,0,1
1/12/2018,EASTERN REGION,0,0,0,1
2/12/2018,EASTERN REGION,0,1,0,1
3/12/2018,EASTERN REGION,0,0,0,1
4/12/2018,EASTERN REGION,1,1,0,0
5/12/2018,EASTERN REGION,0,0,0,0
6/12/2018,EASTERN REGION,0,1,0,0
7/12/2018,EASTERN REGION,0,3,0,1
8/12/2018,EASTERN REGION,0,0,0,2
9/12/2018,EASTERN REGION,0,3,0,0
10/12/2018,EASTERN REGION,0,1,0,1
11/12/2018,EASTERN REGION,0,2,0,1
12/12/2018,EASTERN REGION,1,0,0,1
13/12/2018,EASTERN REGION,0,0,0,3
14/12/2018,EASTERN REGION,0,2,0,4
15/12/2018,EASTERN REGION,0,0,0,1
16/12/2018,EASTERN REGION,0,1,0,0
17/12/2018,EASTERN REGION,0,1,0,0
18/12/2018,EASTERN REGION,0,2,0,1
19/12/2018,EASTERN REGION,0,0,0,0
20/12/2018,EASTERN REGION,0,2,0,0
21/12/2018,EASTERN REGION,0,3,0,0
22/12/2018,EASTERN REGION,0,1,0,1
23/12/2018,EASTERN REGION,0,1,0,3
24/12/2018,EASTERN REGION,0,1,0,0
25/12/2018,EASTERN REGION,0,1,0,1
26/12/2018,EASTERN REGION,0,0,0,0
27/12/2018,EASTERN REGION,0,2,0,0
28/12/2018,EASTERN REGION,0,1,0,0
29/12/2018,EASTERN REGION,0,1,0,0
30/12/2018,EASTERN REGION,0,2,0,2
31/12/2018,EASTERN REGION,0,1,0,2
1/01/2019,EASTERN REGION,0,0,0,2
2/01/2019,EASTERN REGION,0,0,0,2
3/01/2019,EASTERN REGION,0,0,0,3
4/01/2019,EASTERN REGION,0,0,0,1
5/01/2019,EASTERN REGION,0,3,0,0
6/01/2019,EASTERN REGION,0,0,0,0
7/01/2019,EASTERN REGION,0,0,0,1
8/01/2019,EASTERN REGION,0,1,0,2
9/01/2019,EASTERN REGION,0,0,0,1
10/01/2019,EASTERN REGION,0,1,0,0
11/01/2019,EASTERN REGION,0,1,0,0
12/01/2019,EASTERN REGION,0,2,0,0
13/01/2019,EASTERN REGION,0,3,0,1
14/01/2019,EASTERN REGION,0,1,0,0
15/01/2019,EASTERN REGION,0,0,0,1
16/01/2019,EASTERN REGION,0,0,0,1
17/01/2019,EASTERN REGION,0,1,0,0
18/01/2019,EASTERN REGION,0,0,0,1
19/01/2019,EASTERN REGION,0,1,0,0
20/01/2019,EASTERN REGION,0,2,0,0
21/01/2019,EASTERN REGION,0,0,0,0
22/01/2019,EASTERN REGION,0,0,0,0
23/01/2019,EASTERN REGION,0,0,0,2
24/01/2019,EASTERN REGION,0,0,0,1
25/01/2019,EASTERN REGION,0,1,0,3
26/01/2019,EASTERN REGION,1,3,0,1
27/01/2019,EASTERN REGION,0,0,0,1
28/01/2019,EASTERN REGION,0,3,0,1
29/01/2019,EASTERN REGION,0,1,0,1
30/01/2019,EASTERN REGION,0,2,0,0
31/01/2019,EASTERN REGION,0,1,0,3
1/02/2019,EASTERN REGION,0,0,0,3
2/02/2019,EASTERN REGION,0,1,0,1
3/02/2019,EASTERN REGION,0,2,0,0
4/02/2019,EASTERN REGION,0,1,0,0
5/02/2019,EASTERN REGION,0,0,0,0
6/02/2019,EASTERN REGION,0,1,0,2
7/02/2019,EASTERN REGION,0,2,0,1
8/02/2019,EASTERN REGION,0,0,0,2
9/02/2019,EASTERN REGION,0,1,0,1
10/02/2019,EASTERN REGION,1,2,0,0
11/02/2019,EASTERN REGION,0,0,0,0
12/02/2019,EASTERN REGION,0,1,0,4
13/02/2019,EASTERN REGION,1,1,0,1
14/02/2019,EASTERN REGION,0,1,0,3
15/02/2019,EASTERN REGION,0,3,0,0
16/02/2019,EASTERN REGION,1,2,0,0
17/02/2019,EASTERN REGION,0,0,0,0
18/02/2019,EASTERN REGION,0,1,0,1
19/02/2019,EASTERN REGION,0,1,0,1
20/02/2019,EASTERN REGION,0,0,0,2
21/02/2019,EASTERN REGION,0,0,0,2
22/02/2019,EASTERN REGION,0,1,0,3
23/02/2019,EASTERN REGION,0,1,0,2
24/02/2019,EASTERN REGION,0,2,0,2
25/02/2019,EASTERN REGION,0,1,0,1
26/02/2019,EASTERN REGION,0,0,0,0
27/02/2019,EASTERN REGION,0,3,0,0
28/02/2019,EASTERN REGION,0,0,0,1
1/03/2019,EASTERN REGION,0,2,0,3
2/03/2019,EASTERN REGION,0,1,0,1
3/03/2019,EASTERN REGION,0,0,0,1
