DATE,REGION,FATAL,SERIOUS,NOINJURY,OTHER,Minimum.temperature.Degree.C,Maximum.temperature.Degree.C,Rainfall.amount.millimetres
14/02/2018,EASTERN REGION,0,0,0,3,12.5,25.3,0
15/02/2018,EASTERN REGION,0,0,0,0,10.1,25.1,0.6
16/02/2018,EASTERN REGION,0,2,0,2,14.3,23.4,2
17/02/2018,EASTERN REGION,0,2,0,1,6.7,30,0
18/02/2018,EASTERN REGION,0,1,0,2,9.6,29.3,0
19/02/2018,EASTERN REGION,0,0,0,3,16.4,20.5,3.6
20/02/2018,EASTERN REGION,0,0,0,4,13.7,23.2,0.4
21/02/2018,EASTERN REGION,0,1,0,1,11.5,27.8,0
22/02/2018,EASTERN REGION,0,0,0,2,15.4,32.6,0
23/02/2018,EASTERN REGION,0,1,0,0,17.5,31.2,0.2
24/02/2018,EASTERN REGION,0,1,0,1,16.6,34.3,0
25/02/2018,EASTERN REGION,0,0,0,1,13.8,20.7,1
26/02/2018,EASTERN REGION,0,1,0,1,13.8,24.1,2
27/02/2018,EASTERN REGION,0,0,0,2,10.8,32,0
28/02/2018,EASTERN REGION,0,0,0,2,10.6,35.3,0
1/03/2018,EASTERN REGION,0,0,0,1,15.1,22.8,0.6
2/03/2018,EASTERN REGION,0,0,0,2,10.2,25.5,0
3/03/2018,EASTERN REGION,0,0,0,1,12.8,33.4,0
4/03/2018,EASTERN REGION,0,2,0,1,13.2,24.1,0
5/03/2018,EASTERN REGION,0,3,0,0,11.5,22.5,0
6/03/2018,EASTERN REGION,0,0,0,1,7.1,24.9,0
7/03/2018,EASTERN REGION,0,1,0,1,10.7,29.6,0
8/03/2018,EASTERN REGION,0,1,0,2,8.3,30.5,0
9/03/2018,EASTERN REGION,1,1,0,2,10.2,32.4,0
10/03/2018,EASTERN REGION,0,4,0,3,10.8,34.8,0
11/03/2018,EASTERN REGION,0,1,0,2,10.7,30.5,0
12/03/2018,EASTERN REGION,0,2,0,0,14.4,23.1,0
13/03/2018,EASTERN REGION,0,2,0,1,13.5,24.7,0
14/03/2018,EASTERN REGION,0,0,0,0,8.6,25.3,0
15/03/2018,EASTERN REGION,0,0,0,2,10.1,23.6,0
16/03/2018,EASTERN REGION,0,1,0,1,11.9,26.4,0
17/03/2018,EASTERN REGION,0,2,0,1,12.5,33.8,0
18/03/2018,EASTERN REGION,0,0,0,1,18.4,22.1,0
19/03/2018,EASTERN REGION,0,0,0,1,8.9,26.4,6.2
20/03/2018,EASTERN REGION,0,0,0,1,12.9,17.6,0.4
21/03/2018,EASTERN REGION,0,1,0,0,12.3,21.1,0.4
22/03/2018,EASTERN REGION,0,1,0,1,10.6,24.2,0
23/03/2018,EASTERN REGION,0,0,0,2,9.8,29.5,0
24/03/2018,EASTERN REGION,0,2,0,4,13.3,21.8,1.6
25/03/2018,EASTERN REGION,0,2,0,2,13.6,25.7,10
26/03/2018,EASTERN REGION,0,1,0,3,9.4,16.1,5
27/03/2018,EASTERN REGION,0,1,0,2,9.7,22.1,5.6
28/03/2018,EASTERN REGION,1,2,0,3,11.8,30.5,0
29/03/2018,EASTERN REGION,0,0,0,3,14.4,25.6,0
30/03/2018,EASTERN REGION,0,2,0,1,8.6,24,0
31/03/2018,EASTERN REGION,0,1,0,4,6.5,23.4,0
1/04/2018,EASTERN REGION,0,0,0,3,10.2,27.8,0
2/04/2018,EASTERN REGION,0,0,0,0,13.1,21.3,0.6
3/04/2018,EASTERN REGION,0,0,0,1,8.4,21.3,0.2
4/04/2018,EASTERN REGION,0,0,0,0,8.2,25.2,0
5/04/2018,EASTERN REGION,0,0,0,1,7.5,21.4,0
6/04/2018,EASTERN REGION,0,1,0,0,11,22.1,0
7/04/2018,EASTERN REGION,0,1,0,1,8.8,23.3,0
8/04/2018,EASTERN REGION,0,3,0,1,4.9,31,0
9/04/2018,EASTERN REGION,0,1,0,1,11.8,25,0
10/04/2018,EASTERN REGION,0,2,0,1,12.6,27.1,0
11/04/2018,EASTERN REGION,0,1,0,1,13.9,29.6,0
12/04/2018,EASTERN REGION,0,0,0,1,16,31.2,0
13/04/2018,EASTERN REGION,0,0,0,0,6.9,28.4,0
14/04/2018,EASTERN REGION,0,1,0,0,11.1,18,0.6
15/04/2018,EASTERN REGION,0,1,0,1,8.5,18.3,14
16/04/2018,EASTERN REGION,0,1,0,2,13.2,19.8,1.2
17/04/2018,EASTERN REGION,0,0,0,1,11.3,17,2
18/04/2018,EASTERN REGION,0,1,0,1,1,19.8,0
19/04/2018,EASTERN REGION,0,1,0,0,6.3,24.8,0
20/04/2018,EASTERN REGION,0,1,0,3,8.4,21.3,0.2
21/04/2018,EASTERN REGION,0,2,0,2,12.9,23.6,0
22/04/2018,EASTERN REGION,0,3,0,1,11.4,21.9,0
23/04/2018,EASTERN REGION,0,1,0,0,12.7,23.3,0
24/04/2018,EASTERN REGION,0,1,0,1,10.8,27.3,0
25/04/2018,EASTERN REGION,0,0,0,2,12.4,21.5,0
26/04/2018,EASTERN REGION,0,0,0,2,7.5,18.6,0
27/04/2018,EASTERN REGION,0,1,0,2,6.4,17.1,0.2
28/04/2018,EASTERN REGION,1,1,0,1,2.8,20.4,0
29/04/2018,EASTERN REGION,0,0,0,2,9.3,19.2,0
30/04/2018,EASTERN REGION,0,1,0,1,5.1,20.5,0.2
1/05/2018,EASTERN REGION,0,1,0,2,1.1,23.8,0
2/05/2018,EASTERN REGION,0,0,0,1,5.6,21.4,0
3/05/2018,EASTERN REGION,0,1,0,3,3.4,26.7,0
4/05/2018,EASTERN REGION,0,2,0,1,10.2,16.1,6
5/05/2018,EASTERN REGION,0,2,0,1,10.6,18.7,2.6
6/05/2018,EASTERN REGION,0,2,0,0,10.3,20,0
7/05/2018,EASTERN REGION,0,0,0,1,2.3,22.3,0
8/05/2018,EASTERN REGION,0,2,0,0,7.3,18.1,0.4
9/05/2018,EASTERN REGION,1,0,0,4,1.9,19.3,0.2
10/05/2018,EASTERN REGION,1,0,0,0,8.1,13.1,6.2
11/05/2018,EASTERN REGION,0,2,0,1,5.1,15,0
12/05/2018,EASTERN REGION,0,0,0,1,7.4,17,11.6
13/05/2018,EASTERN REGION,0,3,0,0,6.7,16.4,0
14/05/2018,EASTERN REGION,0,0,0,3,3.4,17.6,0
15/05/2018,EASTERN REGION,0,1,0,0,6.8,14.2,0.2
16/05/2018,EASTERN REGION,0,1,0,1,2.8,14.6,0.2
17/05/2018,EASTERN REGION,0,0,0,0,8.9,15,0
18/05/2018,EASTERN REGION,0,1,0,4,11.5,14.9,0
19/05/2018,EASTERN REGION,0,2,0,1,9.1,14.4,2.4
20/05/2018,EASTERN REGION,0,2,0,1,10.7,15,0
21/05/2018,EASTERN REGION,1,1,0,0,11.7,14.1,10.4
22/05/2018,EASTERN REGION,0,0,0,2,11.2,14.5,1.4
23/05/2018,EASTERN REGION,0,2,0,2,11.8,14.6,6.2
24/05/2018,EASTERN REGION,0,1,0,0,11.7,16,0
25/05/2018,EASTERN REGION,0,0,0,0,5.6,15.5,0
26/05/2018,EASTERN REGION,1,2,0,0,0.3,17,0
27/05/2018,EASTERN REGION,0,1,0,1,2.6,19,0.4
28/05/2018,EASTERN REGION,0,0,0,0,6.3,18.4,0
29/05/2018,EASTERN REGION,0,0,0,0,7.2,18.3,0
30/05/2018,EASTERN REGION,0,1,0,1,2.7,14.4,0.2
31/05/2018,EASTERN REGION,0,0,0,0,7.8,14.2,4.4
1/06/2018,EASTERN REGION,0,1,0,0,-1,15.3,0.2
2/06/2018,EASTERN REGION,0,1,0,2,0.2,15.9,0
3/06/2018,EASTERN REGION,0,1,0,1,2.3,14.8,0.2
4/06/2018,EASTERN REGION,0,0,0,1,2.5,15.9,0
5/06/2018,EASTERN REGION,0,3,0,1,3,16.2,0
6/06/2018,EASTERN REGION,0,1,0,0,5.6,15.6,0.2
7/06/2018,EASTERN REGION,0,0,0,1,3,18.3,0.2
8/06/2018,EASTERN REGION,0,2,0,1,5.3,14.8,0
9/06/2018,EASTERN REGION,0,3,0,2,5.2,16.4,2.2
10/06/2018,EASTERN REGION,0,1,0,0,2.8,15.2,0.2
11/06/2018,EASTERN REGION,0,3,0,4,2.7,13.7,0.4
12/06/2018,EASTERN REGION,0,1,0,1,3.5,17,3.2
13/06/2018,EASTERN REGION,0,1,0,0,6.8,15,0
14/06/2018,EASTERN REGION,0,0,0,0,2,15.5,1.8
15/06/2018,EASTERN REGION,0,0,0,0,6.4,13.8,3
16/06/2018,EASTERN REGION,0,0,0,1,6,11.4,11.2
17/06/2018,EASTERN REGION,0,1,0,2,6.5,13.1,5.4
18/06/2018,EASTERN REGION,0,1,0,0,5,14,3.8
19/06/2018,EASTERN REGION,0,0,0,1,0,13.4,0
20/06/2018,EASTERN REGION,0,1,0,0,0.7,12.5,0.4
21/06/2018,EASTERN REGION,0,0,0,2,-0.4,14.4,0
22/06/2018,EASTERN REGION,0,0,0,0,0.8,13.9,0
23/06/2018,EASTERN REGION,0,1,0,1,1.1,11.8,0.2
24/06/2018,EASTERN REGION,0,0,0,3,6.8,13.2,0
25/06/2018,EASTERN REGION,0,0,0,2,6.3,13,0.2
26/06/2018,EASTERN REGION,0,0,0,2,2.8,13.7,0.2
27/06/2018,EASTERN REGION,0,0,0,1,-0.7,12.9,0
28/06/2018,EASTERN REGION,0,1,0,0,0.6,12.1,0.2
29/06/2018,EASTERN REGION,0,0,0,1,-0.9,11.5,0
30/06/2018,EASTERN REGION,0,3,0,0,2,10.9,0.6
1/07/2018,EASTERN REGION,0,1,0,2,4,13.4,4.8
2/07/2018,EASTERN REGION,0,0,0,1,-1.8,14.1,0.2
3/07/2018,EASTERN REGION,0,1,0,0,-2,14.3,0
4/07/2018,EASTERN REGION,0,1,0,3,0.5,17.7,0
5/07/2018,EASTERN REGION,0,1,0,1,2.7,19.8,0.4
6/07/2018,EASTERN REGION,0,1,0,1,10.6,13.1,1.4
7/07/2018,EASTERN REGION,0,2,0,3,8.3,10,2.2
8/07/2018,EASTERN REGION,0,1,0,2,7.4,12.8,20.2
9/07/2018,EASTERN REGION,0,1,0,2,8.8,14.1,4.4
10/07/2018,EASTERN REGION,0,2,0,1,8.6,11.2,0.2
11/07/2018,EASTERN REGION,0,0,0,1,-1.8,11.2,0
12/07/2018,EASTERN REGION,0,2,0,1,1.3,12.1,0
13/07/2018,EASTERN REGION,0,2,0,3,4.6,12.5,0.2
14/07/2018,EASTERN REGION,0,1,0,1,3,13.5,0
15/07/2018,EASTERN REGION,0,1,0,2,-1.2,14.7,0
16/07/2018,EASTERN REGION,0,1,0,2,-0.1,15.2,0
17/07/2018,EASTERN REGION,0,1,0,3,-0.3,19.5,0.2
18/07/2018,EASTERN REGION,0,1,0,0,4.6,14.5,3
19/07/2018,EASTERN REGION,0,2,0,2,4.3,18.1,0
20/07/2018,EASTERN REGION,0,0,0,1,6,11.1,8
21/07/2018,EASTERN REGION,0,1,0,3,6.4,12.9,9.8
22/07/2018,EASTERN REGION,0,0,0,1,1.2,13.8,0.2
23/07/2018,EASTERN REGION,0,0,0,1,-3.2,13.1,0
24/07/2018,EASTERN REGION,0,3,0,1,1.9,17.6,0.8
25/07/2018,EASTERN REGION,0,1,0,2,9.1,14.2,5.8
26/07/2018,EASTERN REGION,0,0,0,1,6.3,14.7,0.4
27/07/2018,EASTERN REGION,0,3,0,1,0.8,17.6,0
28/07/2018,EASTERN REGION,0,0,0,4,2.5,19.4,0
29/07/2018,EASTERN REGION,0,2,0,1,6.7,14,6.4
30/07/2018,EASTERN REGION,0,0,0,1,7,12.7,5.4
31/07/2018,EASTERN REGION,0,0,0,0,1.2,15.4,0
1/08/2018,EASTERN REGION,0,0,0,2,8,14.4,0.2
2/08/2018,EASTERN REGION,0,0,0,0,-1.3,14.9,0.2
3/08/2018,EASTERN REGION,0,0,0,1,1.3,19.7,0
4/08/2018,EASTERN REGION,0,1,0,0,7.4,17,0.4
5/08/2018,EASTERN REGION,0,1,0,1,2.9,17.9,0
6/08/2018,EASTERN REGION,0,1,0,1,5.6,14.7,0.8
7/08/2018,EASTERN REGION,0,0,0,1,5.6,13,2.6
8/08/2018,EASTERN REGION,0,1,0,1,7.2,15.6,1.6
9/08/2018,EASTERN REGION,0,0,0,1,4.8,15,2
10/08/2018,EASTERN REGION,0,0,0,2,0.2,20.1,0
11/08/2018,EASTERN REGION,0,0,0,1,7.4,11.8,2.2
12/08/2018,EASTERN REGION,0,1,0,2,4.5,12.4,10.4
13/08/2018,EASTERN REGION,0,2,0,1,7.1,13.6,0.6
14/08/2018,EASTERN REGION,0,2,0,1,10.7,18.2,0
15/08/2018,EASTERN REGION,0,0,0,2,9.4,16.9,0
16/08/2018,EASTERN REGION,0,0,0,1,7.7,13.1,0
17/08/2018,EASTERN REGION,0,0,0,1,0.6,16.4,0.2
18/08/2018,EASTERN REGION,0,1,0,2,3.6,13.2,0.8
19/08/2018,EASTERN REGION,0,2,0,0,5.2,12.3,15.4
20/08/2018,EASTERN REGION,0,2,0,1,3.8,11.7,2.6
21/08/2018,EASTERN REGION,1,1,0,1,7.2,12.2,0.8
22/08/2018,EASTERN REGION,0,1,0,0,7.7,14.1,0.8
23/08/2018,EASTERN REGION,0,0,0,0,1.3,15.5,0
24/08/2018,EASTERN REGION,0,2,0,2,0.1,16.9,0.2
25/08/2018,EASTERN REGION,0,1,0,1,2.4,16.7,0.2
26/08/2018,EASTERN REGION,0,1,0,3,1.6,14.9,0
27/08/2018,EASTERN REGION,0,0,0,1,2.6,12.8,0.4
28/08/2018,EASTERN REGION,0,0,0,0,-2.8,12.3,0.2
29/08/2018,EASTERN REGION,0,0,0,0,-3.2,12.8,0.2
30/08/2018,EASTERN REGION,0,0,0,1,-1.8,11.6,0
31/08/2018,EASTERN REGION,0,0,0,1,4.5,11.6,1.4
1/09/2018,EASTERN REGION,0,1,0,1,8.8,12.9,10
2/09/2018,EASTERN REGION,1,0,0,2,1.7,12.8,2.8
3/09/2018,EASTERN REGION,1,0,0,1,-2.6,14.4,0.2
4/09/2018,EASTERN REGION,1,0,0,1,0.2,17,0.2
5/09/2018,EASTERN REGION,0,0,0,0,2,20.5,0.2
6/09/2018,EASTERN REGION,0,0,0,0,6,18.6,1
7/09/2018,EASTERN REGION,0,2,0,1,7.9,15.1,13.6
8/09/2018,EASTERN REGION,0,1,0,1,0.2,16.2,0
9/09/2018,EASTERN REGION,0,1,0,0,3.8,17,0
10/09/2018,EASTERN REGION,0,2,0,1,8.4,16.2,1.4
11/09/2018,EASTERN REGION,0,1,0,0,3.3,22.9,0.2
12/09/2018,EASTERN REGION,0,1,0,0,8,16.7,0.4
13/09/2018,EASTERN REGION,1,2,0,1,2.8,18.8,0
14/09/2018,EASTERN REGION,2,1,0,2,1.3,22.2,0
15/09/2018,EASTERN REGION,0,1,0,3,8.9,18.6,0
16/09/2018,EASTERN REGION,0,3,0,1,3.8,13.3,10.4
17/09/2018,EASTERN REGION,0,0,0,0,1.8,17.6,0.2
18/09/2018,EASTERN REGION,0,0,0,0,2.7,22.2,0
19/09/2018,EASTERN REGION,0,0,0,1,7,13.6,2.6
20/09/2018,EASTERN REGION,0,1,0,2,1.3,15.7,4
21/09/2018,EASTERN REGION,0,1,0,2,5.5,17.6,0
22/09/2018,EASTERN REGION,0,1,0,1,2.1,18.7,0
23/09/2018,EASTERN REGION,0,3,0,0,9.2,13.9,0.8
24/09/2018,EASTERN REGION,0,0,0,0,2.2,15,0
25/09/2018,EASTERN REGION,0,0,0,1,8,13.3,0
26/09/2018,EASTERN REGION,0,0,0,0,0.5,16.1,0
27/09/2018,EASTERN REGION,0,1,0,3,2.5,24.4,0
28/09/2018,EASTERN REGION,1,0,0,0,10.1,15.6,0
29/09/2018,EASTERN REGION,0,1,0,1,4.3,14.2,6.4
30/09/2018,EASTERN REGION,0,2,0,1,7.2,16.2,0.4
1/10/2018,EASTERN REGION,0,1,0,1,3.6,21.7,0
2/10/2018,EASTERN REGION,1,1,0,2,8,19.5,0
3/10/2018,EASTERN REGION,0,0,0,0,9.9,19.1,0
4/10/2018,EASTERN REGION,0,2,0,0,3.8,16,0
5/10/2018,EASTERN REGION,0,2,0,2,6.3,18.6,0
6/10/2018,EASTERN REGION,0,1,0,0,3.1,22.5,0.2
7/10/2018,EASTERN REGION,0,0,0,0,2.4,23.6,0
8/10/2018,EASTERN REGION,0,1,0,2,11.2,25.6,0
9/10/2018,EASTERN REGION,0,1,0,1,11.8,17.4,0
10/10/2018,EASTERN REGION,0,0,0,0,9.1,13.9,9.8
11/10/2018,EASTERN REGION,0,0,0,1,9.1,17.3,0
12/10/2018,EASTERN REGION,0,1,0,0,8.8,18.9,0
13/10/2018,EASTERN REGION,0,2,0,1,5.4,23.1,0
14/10/2018,EASTERN REGION,0,2,0,3,6.4,25.4,0
15/10/2018,EASTERN REGION,1,1,0,1,7.7,28.3,0.4
16/10/2018,EASTERN REGION,0,2,0,2,14.1,25.5,0.8
17/10/2018,EASTERN REGION,0,2,0,0,14.6,21.7,3
18/10/2018,EASTERN REGION,0,0,0,2,12.6,20.5,9.6
19/10/2018,EASTERN REGION,0,2,0,3,8.7,26.3,0.2
20/10/2018,EASTERN REGION,0,3,0,0,12.2,15.9,0.4
21/10/2018,EASTERN REGION,1,1,0,2,7.4,18.8,5.6
22/10/2018,EASTERN REGION,0,2,0,1,4,26.5,0
23/10/2018,EASTERN REGION,0,2,0,0,8.6,19.7,0
24/10/2018,EASTERN REGION,0,0,0,0,2.6,17.8,0
25/10/2018,EASTERN REGION,0,1,0,2,3,22.5,0
26/10/2018,EASTERN REGION,0,0,0,2,5.9,18.9,0
27/10/2018,EASTERN REGION,0,2,0,1,8,18.7,0
28/10/2018,EASTERN REGION,0,0,0,0,0.7,18.9,0
29/10/2018,EASTERN REGION,0,1,0,0,7.5,20.5,0
30/10/2018,EASTERN REGION,0,2,0,1,3.2,26.5,0
31/10/2018,EASTERN REGION,0,1,0,2,9.9,21.7,0
1/11/2018,EASTERN REGION,0,0,0,3,12.1,27.5,0
2/11/2018,EASTERN REGION,0,1,0,1,14.1,30.7,0
3/11/2018,EASTERN REGION,0,3,0,0,11.4,19.9,10
4/11/2018,EASTERN REGION,0,2,0,1,6.7,23,0
5/11/2018,EASTERN REGION,0,3,0,1,11.7,27.1,0.4
6/11/2018,EASTERN REGION,1,0,0,1,13.2,18.7,0
7/11/2018,EASTERN REGION,0,1,0,1,10.2,17,9.2
8/11/2018,EASTERN REGION,0,1,0,0,6,17.4,2.6
9/11/2018,EASTERN REGION,0,1,0,2,4.1,19.1,0.6
10/11/2018,EASTERN REGION,0,0,0,2,4.3,21.6,0
11/11/2018,EASTERN REGION,0,0,0,1,7.5,23.6,0
12/11/2018,EASTERN REGION,0,1,0,2,9.5,30.4,0
13/11/2018,EASTERN REGION,0,2,0,1,12.3,30.6,0
14/11/2018,EASTERN REGION,0,1,0,0,15.2,18.5,0.6
15/11/2018,EASTERN REGION,0,0,0,0,11.4,20,0.2
16/11/2018,EASTERN REGION,1,1,0,2,4.8,24,0.2
17/11/2018,EASTERN REGION,1,1,0,0,5.7,23.7,0
18/11/2018,EASTERN REGION,1,4,0,1,7.4,25.7,0
19/11/2018,EASTERN REGION,0,1,0,1,10.5,30.5,0
20/11/2018,EASTERN REGION,0,1,0,0,11.4,30.7,0
21/11/2018,EASTERN REGION,1,1,0,0,12.6,21.7,21.2
22/11/2018,EASTERN REGION,1,0,0,0,8.2,18.5,6
23/11/2018,EASTERN REGION,0,0,0,0,10,17.1,10.8
24/11/2018,EASTERN REGION,0,2,0,1,11.3,17.3,4.4
25/11/2018,EASTERN REGION,0,0,0,2,10.6,18.4,1.6
26/11/2018,EASTERN REGION,0,3,0,3,7,21.8,2.2
27/11/2018,EASTERN REGION,0,0,0,0,10.9,23,0
28/11/2018,EASTERN REGION,1,0,0,0,11.5,22.2,0
29/11/2018,EASTERN REGION,0,0,0,1,10.6,22.7,0
30/11/2018,EASTERN REGION,0,1,0,1,7,24.1,0
1/12/2018,EASTERN REGION,0,0,0,1,4.9,29.6,0
2/12/2018,EASTERN REGION,0,1,0,1,11.3,18.5,21.2
3/12/2018,EASTERN REGION,0,0,0,1,9.8,22.7,0.2
4/12/2018,EASTERN REGION,1,1,0,0,12,18.9,0.8
5/12/2018,EASTERN REGION,0,0,0,0,5.6,24.9,0
6/12/2018,EASTERN REGION,0,1,0,0,9.4,34.2,0
7/12/2018,EASTERN REGION,0,3,0,1,15.4,37.4,0
8/12/2018,EASTERN REGION,0,0,0,2,21.6,28.9,0
9/12/2018,EASTERN REGION,0,3,0,0,14.8,21.4,2.8
10/12/2018,EASTERN REGION,0,1,0,1,15.7,24.3,0
11/12/2018,EASTERN REGION,0,2,0,1,6.4,25.8,0.2
12/12/2018,EASTERN REGION,1,0,0,1,17.1,33.5,0
13/12/2018,EASTERN REGION,0,0,0,3,17.5,22.8,0.8
14/12/2018,EASTERN REGION,0,2,0,4,15.4,25.7,8
15/12/2018,EASTERN REGION,0,0,0,1,18.2,28.7,0.2
16/12/2018,EASTERN REGION,0,1,0,0,17.4,25.3,0.2
17/12/2018,EASTERN REGION,0,1,0,0,12,30,3.8
18/12/2018,EASTERN REGION,0,2,0,1,14.9,25.9,0
19/12/2018,EASTERN REGION,0,0,0,0,16.5,24.3,0
20/12/2018,EASTERN REGION,0,2,0,0,15.4,26.1,0
21/12/2018,EASTERN REGION,0,3,0,0,14.4,22.3,3.2
22/12/2018,EASTERN REGION,0,1,0,1,10.5,22,1.6
23/12/2018,EASTERN REGION,0,1,0,3,5.8,27.2,0
24/12/2018,EASTERN REGION,0,1,0,0,7.9,33.6,0
25/12/2018,EASTERN REGION,0,1,0,1,12.9,31.8,0
26/12/2018,EASTERN REGION,0,0,0,0,12.2,31.5,0
27/12/2018,EASTERN REGION,0,2,0,0,12.3,40.6,0
28/12/2018,EASTERN REGION,0,1,0,0,20.5,39.8,0
29/12/2018,EASTERN REGION,0,1,0,0,21.6,27.2,0
30/12/2018,EASTERN REGION,0,2,0,2,17.2,25.9,1.8
31/12/2018,EASTERN REGION,0,1,0,2,17.1,31.4,1.6
1/01/2019,EASTERN REGION,0,0,0,2,12.5,31.1,0
2/01/2019,EASTERN REGION,0,0,0,2,13.3,27.7,0
3/01/2019,EASTERN REGION,0,0,0,3,17.4,30.2,0
4/01/2019,EASTERN REGION,0,0,0,1,18.5,43.8,0
5/01/2019,EASTERN REGION,0,3,0,0,15.7,21.3,0
6/01/2019,EASTERN REGION,0,0,0,0,9.1,23,1.2
7/01/2019,EASTERN REGION,0,0,0,1,14.4,28.2,0
8/01/2019,EASTERN REGION,0,1,0,2,15.7,27.8,0
9/01/2019,EASTERN REGION,0,0,0,1,13.5,22.5,1.6
10/01/2019,EASTERN REGION,0,1,0,0,6,25.8,0
11/01/2019,EASTERN REGION,0,1,0,0,14.3,34.3,0
12/01/2019,EASTERN REGION,0,2,0,0,14.6,31.7,0
13/01/2019,EASTERN REGION,0,3,0,1,8.5,27.2,0
14/01/2019,EASTERN REGION,0,1,0,0,17,39.7,0
15/01/2019,EASTERN REGION,0,0,0,1,16.3,41.9,0
16/01/2019,EASTERN REGION,0,0,0,1,17.7,35.1,0
17/01/2019,EASTERN REGION,0,1,0,0,18.6,33.4,0
18/01/2019,EASTERN REGION,0,0,0,1,20.2,33.5,0.4
19/01/2019,EASTERN REGION,0,1,0,0,15.6,26.7,0.4
20/01/2019,EASTERN REGION,0,2,0,0,11.4,29.1,0
21/01/2019,EASTERN REGION,0,0,0,0,14.2,35.6,0
22/01/2019,EASTERN REGION,0,0,0,0,16.1,37.1,0
23/01/2019,EASTERN REGION,0,0,0,2,16,31.1,0
24/01/2019,EASTERN REGION,0,0,0,1,19.2,31,0
25/01/2019,EASTERN REGION,0,1,0,3,18.2,45.4,0
26/01/2019,EASTERN REGION,1,3,0,1,18.3,32,0.2
27/01/2019,EASTERN REGION,0,0,0,1,16.2,25.9,0.8
28/01/2019,EASTERN REGION,0,3,0,1,12.8,32.5,0
29/01/2019,EASTERN REGION,0,1,0,1,15.4,36.7,0
30/01/2019,EASTERN REGION,0,2,0,0,15.7,35.9,0
31/01/2019,EASTERN REGION,0,1,0,3,16.4,24,13.2
1/02/2019,EASTERN REGION,0,0,0,3,6,25.3,0
2/02/2019,EASTERN REGION,0,1,0,1,13.7,35,0
3/02/2019,EASTERN REGION,0,2,0,0,18.9,39.6,0
4/02/2019,EASTERN REGION,0,1,0,0,17.5,28,1
5/02/2019,EASTERN REGION,0,0,0,0,16.7,21.5,0
6/02/2019,EASTERN REGION,0,1,0,2,17.9,28,4.2
7/02/2019,EASTERN REGION,0,2,0,1,19.4,32.4,3.4
8/02/2019,EASTERN REGION,0,0,0,2,18.7,24.4,0
9/02/2019,EASTERN REGION,0,1,0,1,14.2,20.6,0
10/02/2019,EASTERN REGION,1,2,0,0,11.8,24,4.8
11/02/2019,EASTERN REGION,0,0,0,0,9.3,30.7,0
12/02/2019,EASTERN REGION,0,1,0,4,12.1,25.4,0
13/02/2019,EASTERN REGION,1,1,0,1,7.9,19.5,6
14/02/2019,EASTERN REGION,0,1,0,3,9.7,23.9,2
15/02/2019,EASTERN REGION,0,3,0,0,11.2,28.5,0
16/02/2019,EASTERN REGION,1,2,0,0,15.7,32.4,0
17/02/2019,EASTERN REGION,0,0,0,0,11,32,0
18/02/2019,EASTERN REGION,0,1,0,1,16.2,28.7,0
19/02/2019,EASTERN REGION,0,1,0,1,11,21.7,0
20/02/2019,EASTERN REGION,0,0,0,2,7.1,23.4,0
21/02/2019,EASTERN REGION,0,0,0,2,12.4,23,0
22/02/2019,EASTERN REGION,0,1,0,3,6.5,26.5,0
23/02/2019,EASTERN REGION,0,1,0,2,10.7,27.1,0
24/02/2019,EASTERN REGION,0,2,0,2,13.4,28.3,0
25/02/2019,EASTERN REGION,0,1,0,1,10.1,35.1,0
26/02/2019,EASTERN REGION,0,0,0,0,11.8,30.5,0
27/02/2019,EASTERN REGION,0,3,0,0,7.1,28.2,0
28/02/2019,EASTERN REGION,0,0,0,1,14,37.2,0
1/03/2019,EASTERN REGION,0,2,0,3,15.5,38.2,0
2/03/2019,EASTERN REGION,0,1,0,1,13.6,37.1,0
3/03/2019,EASTERN REGION,0,0,0,1,15,36.3,0
4/03/2019,EASTERN REGION,0,0,0,0,17.2,33,0
5/03/2019,EASTERN REGION,0,0,0,0,15.5,30.9,0
6/03/2019,EASTERN REGION,0,0,0,1,12.5,17.8,4.4
7/03/2019,EASTERN REGION,0,1,0,1,8.5,22.4,4.4
8/03/2019,EASTERN REGION,0,0,0,4,7,23.3,0
9/03/2019,EASTERN REGION,0,2,0,1,10.4,28.4,0
10/03/2019,EASTERN REGION,0,0,0,1,9.4,27.8,0
11/03/2019,EASTERN REGION,0,0,0,1,13.4,27,0
12/03/2019,EASTERN REGION,0,0,0,0,15.8,18.7,0
13/03/2019,EASTERN REGION,0,0,0,3,5.6,19.6,0.8
14/03/2019,EASTERN REGION,0,0,0,0,10.6,24.2,0
15/03/2019,EASTERN REGION,0,1,0,0,10.9,25.7,0
16/03/2019,EASTERN REGION,0,1,0,0,12.3,26.8,0
17/03/2019,EASTERN REGION,0,0,0,3,15.4,28.5,0
18/03/2019,EASTERN REGION,0,2,0,0,15.1,24.2,0
19/03/2019,EASTERN REGION,0,3,0,3,17.3,27.4,0
20/03/2019,EASTERN REGION,0,0,0,0,18.6,27.9,0.6
21/03/2019,EASTERN REGION,0,0,0,0,18.1,25.5,0
22/03/2019,EASTERN REGION,0,1,0,1,18.3,26.3,0
23/03/2019,EASTERN REGION,0,2,0,1,17.7,26.8,0
24/03/2019,EASTERN REGION,0,1,0,1,14.9,28.4,0.4
25/03/2019,EASTERN REGION,1,0,0,2,13.5,19.4,0
