DATE,REGION,FATAL,SERIOUS,NOINJURY,OTHER,Minimum.temperature.Degree.C,Maximum.temperature.Degree.C,Rainfall.amount.millimetres
2/05/2020,EASTERN REGION,0,0,0,1,7.5,11.8,40.4
3/05/2020,EASTERN REGION,0,2,0,0,8.8,14.9,5.6
4/05/2020,EASTERN REGION,0,0,0,0,9.3,14.3,0
5/05/2020,EASTERN REGION,0,0,0,2,6.5,18.6,0
6/05/2020,EASTERN REGION,0,0,0,0,5.4,19.4,0
7/05/2020,EASTERN REGION,0,2,0,0,5.4,21.8,0.2
8/05/2020,EASTERN REGION,0,0,0,0,7.4,20.8,0
9/05/2020,EASTERN REGION,0,0,0,0,7,16.8,0
10/05/2020,EASTERN REGION,0,0,0,1,5.2,13.3,13.6
11/05/2020,EASTERN REGION,0,0,0,0,7.6,16.1,0.6
12/05/2020,EASTERN REGION,0,0,0,0,3.4,16.6,0
13/05/2020,EASTERN REGION,0,1,0,2,2.9,13.5,0
14/05/2020,EASTERN REGION,1,1,0,1,0.3,14.8,0.8
15/05/2020,EASTERN REGION,0,0,0,1,0.4,15.5,0.2
16/05/2020,EASTERN REGION,0,3,0,4,0.2,17.9,0
17/05/2020,EASTERN REGION,0,0,0,0,0.8,17.9,0
18/05/2020,EASTERN REGION,0,0,0,1,1,17.5,0.2
19/05/2020,EASTERN REGION,0,1,0,1,1.6,17.1,0.2
20/05/2020,EASTERN REGION,0,1,0,1,7.3,15.6,12
21/05/2020,EASTERN REGION,0,1,0,0,7.6,12.9,0.6
22/05/2020,EASTERN REGION,0,1,0,0,7,13,1.8
23/05/2020,EASTERN REGION,0,3,0,2,1.9,13.2,0
24/05/2020,EASTERN REGION,0,3,0,1,5.9,16.2,0.4
25/05/2020,EASTERN REGION,0,0,0,0,4.9,15.2,0
26/05/2020,EASTERN REGION,0,0,0,0,7.5,14.9,0.2
27/05/2020,EASTERN REGION,0,1,0,0,4.8,18.9,0.2
28/05/2020,EASTERN REGION,0,0,0,2,4,16.9,0
29/05/2020,EASTERN REGION,0,3,0,3,1.8,17.5,0.2
30/05/2020,EASTERN REGION,0,1,0,1,-0.8,17,0
31/05/2020,EASTERN REGION,0,3,0,1,4,17.1,0.2
1/06/2020,EASTERN REGION,0,1,0,0,5,12.3,0.2
2/06/2020,EASTERN REGION,0,0,0,0,7.6,13,0.8
3/06/2020,EASTERN REGION,0,1,0,1,8.7,13.4,4.4
4/06/2020,EASTERN REGION,0,1,0,1,6.8,14.1,0
5/06/2020,EASTERN REGION,0,2,0,1,-0.3,12.9,0
6/06/2020,EASTERN REGION,0,2,0,3,4.3,11.4,0
7/06/2020,EASTERN REGION,0,0,0,3,3.5,12.3,0.2
8/06/2020,EASTERN REGION,0,1,0,2,-2.1,13.6,0.2
9/06/2020,EASTERN REGION,0,0,0,3,-2.5,13.6,0
10/06/2020,EASTERN REGION,0,0,0,1,-0.8,15.4,0
11/06/2020,EASTERN REGION,0,0,0,1,1.1,14.4,0.2
12/06/2020,EASTERN REGION,0,1,0,0,-0.4,15.5,0.2
13/06/2020,EASTERN REGION,0,1,0,4,0.1,13.8,0.2
14/06/2020,EASTERN REGION,0,0,0,0,2,14.7,7
15/06/2020,EASTERN REGION,0,0,0,3,10.5,18.4,0
16/06/2020,EASTERN REGION,0,0,0,0,11.8,17.1,0
17/06/2020,EASTERN REGION,0,0,0,0,3.3,14.6,1.6
18/06/2020,EASTERN REGION,1,0,0,0,-0.4,14.6,0
19/06/2020,EASTERN REGION,0,1,0,0,0.7,15.6,0.2
20/06/2020,EASTERN REGION,0,1,0,0,4,15.4,2.6
21/06/2020,EASTERN REGION,0,1,0,1,4.3,12.8,0.2
22/06/2020,EASTERN REGION,0,0,0,1,5.1,11.5,3.4
23/06/2020,EASTERN REGION,0,1,0,0,8.4,13.9,9
24/06/2020,EASTERN REGION,0,0,0,0,8,15.5,0.8
25/06/2020,EASTERN REGION,0,0,0,0,7.6,15.7,0.2
26/06/2020,EASTERN REGION,1,1,0,2,7.2,12.8,1
27/06/2020,EASTERN REGION,0,0,0,0,0,13.5,0.2
28/06/2020,EASTERN REGION,0,1,0,1,-1.1,12.9,0.2
29/06/2020,EASTERN REGION,1,0,0,0,-0.8,12.3,0.2
30/06/2020,EASTERN REGION,0,0,0,1,-0.3,12.8,0.2
